,route_long_name,g_trip_headsign,route_id,route_short_name,direction_id,variation_route_id,first_stop_id,last_stop_id,first_stop_name,last_stop_name,num_stops,first_stop_point,last_stop_point
BR241,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5232101,Gaelcarrig Park,Forster Court,27,POINT (-9.07773025560116 53.2792300347871),POINT (-9.04679693115031 53.2762341542291)
BR242,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5232301,Gaelcarrig Park,College Road,27,POINT (-9.07773025560116 53.2792300347871),POINT (-9.04139459613488 53.2766679169823)
BR243,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5241401,Gaelcarrig Park,Galwegians RFC,27,POINT (-9.07773025560116 53.2792300347871),POINT (-9.01447563403046 53.2777537720436)
BR244,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5241501,Gaelcarrig Park,Galway Crystal,27,POINT (-9.07773025560116 53.2792300347871),POINT (-8.99742620398334 53.274509340263)
BR245,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B8884201,Gaelcarrig Park,Galway Clinic,27,POINT (-9.07773025560116 53.2792300347871),POINT (-8.97330612233025 53.281961484782)
BR246,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5225901,Gaelcarrig Park,Franciscan Friary,27,POINT (-9.07773025560116 53.2792300347871),POINT (-9.05329013215602 53.2750445559238)
BR247,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5226101,Gaelcarrig Park,Eyre Square,14,POINT (-9.07773025560116 53.2792300347871),POINT (-9.04963289544644 53.2750947795551)
BR248,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255701,8460B8884201,Laurel Park,Galway Clinic,27,POINT (-9.07433960149974 53.2815524366552),POINT (-8.97330612233025 53.281961484782)
BR249,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255701,8470B556161,Laurel Park,Oranmore Centre,27,POINT (-9.07433960149974 53.2815524366552),POINT (-8.92853824783592 53.2727469134787)
BR250,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255701,8460B5241801,Laurel Park,Castlegar GAA Club,27,POINT (-9.07433960149974 53.2815524366552),POINT (-8.97631244116975 53.2776678962662)
BR251,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255801,8470B556161,St Joseph's School,Oranmore Centre,27,POINT (-9.07293663291188 53.2836142112769),POINT (-8.92853824783592 53.2727469134787)
BR252,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255801,8460B8884201,St Joseph's School,Galway Clinic,27,POINT (-9.07293663291188 53.2836142112769),POINT (-8.97330612233025 53.281961484782)
BR253,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255801,8460B5228101,St Joseph's School,ATU Galway City,27,POINT (-9.07293663291188 53.2836142112769),POINT (-9.0099941515734 53.2771986429052)
BR254,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255901,8470B556161,Hazel Park,Oranmore Centre,27,POINT (-9.07435106605005 53.2855966952945),POINT (-8.92853824783592 53.2727469134787)
BR255,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5256001,8460B5241801,Tudor Lawns,Castlegar GAA Club,27,POINT (-9.07469401521143 53.2885055442775),POINT (-8.97631244116975 53.2776678962662)
BR256,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5256001,8460B8884201,Tudor Lawns,Galway Clinic,27,POINT (-9.07469401521143 53.2885055442775),POINT (-8.97330612233025 53.281961484782)
BR257,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,84605257301,8460B522041,Seamus Quirke Road,Ballybane Ind Estate,28,POINT (-9.07946923657427 53.2744509385592),POINT (-9.00662024325115 53.291867669794)
BR258,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,84605257301,8460B5235601,Seamus Quirke Road,Ballybane Centre,28,POINT (-9.07946923657427 53.2744509385592),POINT (-9.01115353978336 53.2850258505979)
BR259,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,84605257301,8460B5260501,Seamus Quirke Road,Bayview Heights,28,POINT (-9.07946923657427 53.2744509385592),POINT (-9.01084712804109 53.2809391719914)
BR260,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B522041,Gort na Bro,Ballybane Ind Estate,28,POINT (-9.096597 53.272216),POINT (-9.00662024325115 53.291867669794)
BR261,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5260401,Gort na Bro,Holf Family Church,28,POINT (-9.096597 53.272216),POINT (-9.01475566395428 53.281346360767)
BR262,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5213401,Gort na Bro,Ballybane Industrial Estate,28,POINT (-9.096597 53.272216),POINT (-9.01269985281319 53.2895333996572)
BR263,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5260501,Gort na Bro,Bayview Heights,28,POINT (-9.096597 53.272216),POINT (-9.01084712804109 53.2809391719914)
BR264,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5226801,Gort na Bro,Bohermore,28,POINT (-9.096597 53.272216),POINT (-9.03898771413692 53.2819106197949)
BR265,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5235601,Gort na Bro,Ballybane Centre,28,POINT (-9.096597 53.272216),POINT (-9.01115353978336 53.2850258505979)
BR266,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5257701,Gort na Bro,Glenanail Drive,28,POINT (-9.096597 53.272216),POINT (-9.03156771849915 53.2863968537596)
BR267,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5235501,Gort na Bro,Árd Aoibhinn Drive,28,POINT (-9.096597 53.272216),POINT (-9.00992838334425 53.2814053147985)
BR268,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5231801,Gort na Bro,Galway Cathedral,28,POINT (-9.096597 53.272216),POINT (-9.05819676943983 53.275800998815)
BR269,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5258001,Gort na Bro,Connolly Avenue,28,POINT (-9.096597 53.272216),POINT (-9.02286611540614 53.2856449609076)
BR270,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5258101,Gort na Bro,Michael Collins Rd,28,POINT (-9.096597 53.272216),POINT (-9.01791705046476 53.28375501015)
BR271,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5226201,Gort na Bro,Prospect Hill,28,POINT (-9.096597 53.272216),POINT (-9.04673596490511 53.2774210338678)
BR272,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5241201,Gort na Bro,Eyre Square,28,POINT (-9.096597 53.272216),POINT (-9.04988310997304 53.2749038400661)
BR273,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5225601,Gort na Bro,Uni of Galway,28,POINT (-9.096597 53.272216),POINT (-9.06205866589211 53.2767462993784)
BR274,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5257901,Gort na Bro,Riverside View,28,POINT (-9.096597 53.272216),POINT (-9.02453821933856 53.2884616465182)
BR275,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5257801,Gort na Bro,Mervue Ind Est,28,POINT (-9.096597 53.272216),POINT (-9.02748680437594 53.2875824740592)
BR276,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B522041,Garrai de Brun,Ballybane Ind Estate,28,POINT (-9.08981333713462 53.2702675342657),POINT (-9.00662024325115 53.291867669794)
BR277,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5235501,Garrai de Brun,Árd Aoibhinn Drive,28,POINT (-9.08981333713462 53.2702675342657),POINT (-9.00992838334425 53.2814053147985)
BR278,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5213401,Garrai de Brun,Ballybane Industrial Estate,28,POINT (-9.08981333713462 53.2702675342657),POINT (-9.01269985281319 53.2895333996572)
BR279,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5235601,Garrai de Brun,Ballybane Centre,28,POINT (-9.08981333713462 53.2702675342657),POINT (-9.01115353978336 53.2850258505979)
BR280,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5226201,Garrai de Brun,Prospect Hill,28,POINT (-9.08981333713462 53.2702675342657),POINT (-9.04673596490511 53.2774210338678)
BR281,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5258101,Garrai de Brun,Michael Collins Rd,28,POINT (-9.08981333713462 53.2702675342657),POINT (-9.01791705046476 53.28375501015)
BR282,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5260501,Garrai de Brun,Bayview Heights,28,POINT (-9.08981333713462 53.2702675342657),POINT (-9.01084712804109 53.2809391719914)
BR283,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5257801,Garrai de Brun,Mervue Ind Est,28,POINT (-9.08981333713462 53.2702675342657),POINT (-9.02748680437594 53.2875824740592)
BR284,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5257101,Garrai de Brun,Deane Roundabout,28,POINT (-9.08981333713462 53.2702675342657),POINT (-9.086673 53.271177)
BR285,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257101,8460B522041,Deane Roundabout,Ballybane Ind Estate,28,POINT (-9.086673 53.271177),POINT (-9.00662024325115 53.291867669794)
BR286,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257101,8460B5235601,Deane Roundabout,Ballybane Centre,28,POINT (-9.086673 53.271177),POINT (-9.01115353978336 53.2850258505979)
BR287,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257101,8460B5213401,Deane Roundabout,Ballybane Industrial Estate,28,POINT (-9.086673 53.271177),POINT (-9.01269985281319 53.2895333996572)
BR288,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257201,8460B522041,Rahoon Road Estate,Ballybane Ind Estate,28,POINT (-9.08401803180844 53.273492948266),POINT (-9.00662024325115 53.291867669794)
BR289,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257201,8460B5213401,Rahoon Road Estate,Ballybane Industrial Estate,28,POINT (-9.08401803180844 53.273492948266),POINT (-9.01269985281319 53.2895333996572)
BR290,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257401,8460B5258001,Westside Centre,Connolly Avenue,28,POINT (-9.07589935580074 53.2755886630376),POINT (-9.02286611540614 53.2856449609076)
BR291,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257401,8460B5241201,Westside Centre,Eyre Square,13,POINT (-9.07589935580074 53.2755886630376),POINT (-9.04988310997304 53.2749038400661)
BR292,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259901,Ballybane Ind Estate,W Distributor Road,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.09012695508665 53.2702197298848)
BR293,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5256901,Ballybane Ind Estate,Gort na Bro,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.096597 53.272216)
BR294,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259801,Ballybane Ind Estate,Deane Roundabout,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.086729 53.270439)
BR295,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5256501,Ballybane Ind Estate,Newcastle PO,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.0633562242801 53.2788827409833)
BR296,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5231901,Ballybane Ind Estate,St Bridget's Place,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.04721596230158 53.2768146598353)
BR297,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259701,Ballybane Ind Estate,Gleann Dara,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.083373 53.273463)
BR298,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259501,Ballybane Ind Estate,Westside Retail,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.073448 53.276501)
BR299,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259401,Ballybane Ind Estate,Seamus Quirke Rd,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.0699 53.278528)
BR300,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259301,Ballybane Ind Estate,Snipe Lawn,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.0648108166865 53.2800920570058)
BR301,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5230201,Ballybane Ind Estate,Francis Street,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.05380643824188 53.2753096181992)
BR302,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5230301,Ballybane Ind Estate,Uni of Galway,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.06118006124957 53.276385635163)
BR303,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5229801,Ballybane Ind Estate,Cemetery,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.03871696966611 53.2818770285782)
BR304,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259601,Ballybane Ind Estate,Westside Pitches,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.07922803646027 53.274399196914)
BR305,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5258801,Ballybane Ind Estate,Michael Collins Rd,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.01801944333888 53.28364628702)
BR306,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5229901,Ballybane Ind Estate,Cookes Terrace,28,POINT (-9.00662024325115 53.291867669794),POINT (-9.04148205601034 53.2808822676196)
BR307,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5243701,Ballybane Ind Estate,Eyre Square,16,POINT (-9.00662024325115 53.291867669794),POINT (-9.04910338731818 53.2749017151632)
BR308,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5233101,Ballybane Ind Estate,Ballybane Centre,16,POINT (-9.00662024325115 53.291867669794),POINT (-9.01176930389854 53.2863327909582)
BR309,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5258901,Ballybane Ind Estate,Pearse Avenue,16,POINT (-9.00662024325115 53.291867669794),POINT (-9.02280249006544 53.2854927203625)
BR310,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5256901,Ballybane Centre,Gort na Bro,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.096597 53.272216)
BR311,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5231901,Ballybane Centre,St Bridget's Place,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.04721596230158 53.2768146598353)
BR312,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259801,Ballybane Centre,Deane Roundabout,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.086729 53.270439)
BR313,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259901,Ballybane Centre,W Distributor Road,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.09012695508665 53.2702197298848)
BR314,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5225701,Ballybane Centre,Galway Cathedral,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.05704816418731 53.2754337125755)
BR315,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5230301,Ballybane Centre,Uni of Galway,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.06118006124957 53.276385635163)
BR316,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259601,Ballybane Centre,Westside Pitches,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.07922803646027 53.274399196914)
BR317,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259501,Ballybane Centre,Westside Retail,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.073448 53.276501)
BR318,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5230201,Ballybane Centre,Francis Street,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.05380643824188 53.2753096181992)
BR319,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259701,Ballybane Centre,Gleann Dara,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.083373 53.273463)
BR320,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259401,Ballybane Centre,Seamus Quirke Rd,28,POINT (-9.01176930389854 53.2863327909582),POINT (-9.0699 53.278528)
BR321,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5256501,Walter Macken Road,Newcastle PO,28,POINT (-9.01018633545747 53.2828051676447),POINT (-9.0633562242801 53.2788827409833)
BR322,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5230301,Walter Macken Road,Uni of Galway,28,POINT (-9.01018633545747 53.2828051676447),POINT (-9.06118006124957 53.276385635163)
BR323,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5256901,Walter Macken Road,Gort na Bro,28,POINT (-9.01018633545747 53.2828051676447),POINT (-9.096597 53.272216)
BR324,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5259701,Walter Macken Road,Gleann Dara,28,POINT (-9.01018633545747 53.2828051676447),POINT (-9.083373 53.273463)
BR325,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5259501,Walter Macken Road,Westside Retail,28,POINT (-9.01018633545747 53.2828051676447),POINT (-9.073448 53.276501)
BR326,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5231901,Walter Macken Road,St Bridget's Place,28,POINT (-9.01018633545747 53.2828051676447),POINT (-9.04721596230158 53.2768146598353)
BR327,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258501,8460B5259501,St James Road,Westside Retail,28,POINT (-9.01053376460733 53.2810047397915),POINT (-9.073448 53.276501)
BR328,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258501,8460B5259901,St James Road,W Distributor Road,28,POINT (-9.01053376460733 53.2810047397915),POINT (-9.09012695508665 53.2702197298848)
BR329,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258501,8460B5259301,St James Road,Snipe Lawn,28,POINT (-9.01053376460733 53.2810047397915),POINT (-9.0648108166865 53.2800920570058)
BR330,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258501,8460B5256901,St James Road,Gort na Bro,28,POINT (-9.01053376460733 53.2810047397915),POINT (-9.096597 53.272216)
BR331,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258501,8460B5243701,St James Road,Eyre Square,28,POINT (-9.01053376460733 53.2810047397915),POINT (-9.04910338731818 53.2749017151632)
BR332,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258601,8460B5256901,Mervue Health Clinic,Gort na Bro,28,POINT (-9.01585120736512 53.2813819705265),POINT (-9.096597 53.272216)
BR333,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258601,8460B5259801,Mervue Health Clinic,Deane Roundabout,28,POINT (-9.01585120736512 53.2813819705265),POINT (-9.086729 53.270439)
BR334,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258601,8460B5230201,Mervue Health Clinic,Francis Street,28,POINT (-9.01585120736512 53.2813819705265),POINT (-9.05380643824188 53.2753096181992)
BR335,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258701,8460B5259901,Walter Macken Rd,W Distributor Road,28,POINT (-9.016744317428 53.28173385629),POINT (-9.09012695508665 53.2702197298848)
BR336,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258701,8460B5259701,Walter Macken Rd,Gleann Dara,28,POINT (-9.016744317428 53.28173385629),POINT (-9.083373 53.273463)
BR337,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258701,8460B5256901,Walter Macken Rd,Gort na Bro,28,POINT (-9.016744317428 53.28173385629),POINT (-9.096597 53.272216)
BR338,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B526031,Eyre Square,Maigh Riocaird,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.02461644620442 53.298625741578)
BR339,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5238501,Eyre Square,Cluain Riocard,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.02743603395155 53.297343249042)
BR340,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5238401,Eyre Square,Árd An Chóiste,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.03078946662827 53.2964335478814)
BR341,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5237901,Eyre Square,St Francis NS,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.04223156105104 53.2901148094543)
BR342,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5237601,Eyre Square,Crestwood,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.04983457227382 53.2925016954425)
BR343,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5237801,Eyre Square,Tirellan Heights,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.04350423988062 53.2912540724422)
BR344,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5237701,Eyre Square,Tirellan Heights,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.04594678995944 53.2917719223712)
BR345,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5238101,Eyre Square,Ballinfoyle Mews,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.038429936716 53.2923049543914)
BR346,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5238001,Eyre Square,Headford Road Church,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.04073358307078 53.2908109357574)
BR347,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5237201,Eyre Square,Galway Retail Park,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.04925481711142 53.280472607255)
BR348,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5238301,Eyre Square,Cairéal Mór,16,POINT (-9.04893497271276 53.2747593973543),POINT (-9.03403579562034 53.2960639255477)
BR349,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5238501,Francis Street,Cluain Riocard,16,POINT (-9.05380643824188 53.2753096181992),POINT (-9.02743603395155 53.297343249042)
BR350,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5238401,Francis Street,Árd An Chóiste,16,POINT (-9.05380643824188 53.2753096181992),POINT (-9.03078946662827 53.2964335478814)
BR351,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5238001,Francis Street,Headford Road Church,16,POINT (-9.05380643824188 53.2753096181992),POINT (-9.04073358307078 53.2908109357574)
BR352,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5238301,Francis Street,Cairéal Mór,16,POINT (-9.05380643824188 53.2753096181992),POINT (-9.03403579562034 53.2960639255477)
BR353,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B526031,Francis Street,Maigh Riocaird,16,POINT (-9.05380643824188 53.2753096181992),POINT (-9.02461644620442 53.298625741578)
BR354,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5230101,Francis Street,Eyre Square,16,POINT (-9.05380643824188 53.2753096181992),POINT (-9.04893497271276 53.2747593973543)
BR355,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5237701,Francis Street,Tirellan Heights,16,POINT (-9.05380643824188 53.2753096181992),POINT (-9.04594678995944 53.2917719223712)
BR356,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5237101,Francis Street,Headford Road,16,POINT (-9.05380643824188 53.2753096181992),POINT (-9.0524888534531 53.2766064623257)
BR357,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237101,8460B526031,Headford Road,Maigh Riocaird,16,POINT (-9.0524888534531 53.2766064623257),POINT (-9.02461644620442 53.298625741578)
BR358,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237101,8460B5238501,Headford Road,Cluain Riocard,16,POINT (-9.0524888534531 53.2766064623257),POINT (-9.02743603395155 53.297343249042)
BR359,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237101,8460B5238301,Headford Road,Cairéal Mór,16,POINT (-9.0524888534531 53.2766064623257),POINT (-9.03403579562034 53.2960639255477)
BR360,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237101,8460B5238001,Headford Road,Headford Road Church,16,POINT (-9.0524888534531 53.2766064623257),POINT (-9.04073358307078 53.2908109357574)
BR361,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237201,8460B526031,Galway Retail Park,Maigh Riocaird,16,POINT (-9.04925481711142 53.280472607255),POINT (-9.02461644620442 53.298625741578)
