,route_long_name,g_trip_headsign,route_id,route_short_name,direction_id,variation_route_id,first_stop_id,last_stop_id,first_stop_name,last_stop_name,num_stops,first_stop_point,last_stop_point
BR119,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223401,8460B5226501,Seacrest,St Anthony's Tce,42,POINT (-9.11286924465058 53.2621095988708),POINT (-9.04256535920771 53.2804144417276)
BR120,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223401,8460B5227501,Seacrest,Hawthorn Drive,42,POINT (-9.11286924465058 53.2621095988708),POINT (-9.02151540908714 53.2724000723339)
BR121,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223401,8460B5227301,Seacrest,Dun Na Mara,42,POINT (-9.11286924465058 53.2621095988708),POINT (-9.02607091236735 53.2754346654837)
BR122,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223401,8460B5226801,Seacrest,Bohermore,42,POINT (-9.11286924465058 53.2621095988708),POINT (-9.03898771413692 53.2819106197949)
BR123,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223401,8460B5227401,Seacrest,Galway Army Barracks,42,POINT (-9.11286924465058 53.2621095988708),POINT (-9.02851601478666 53.2736071240782)
BR124,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223501,8460B5228201,Forest Hills,Merlin Park Hospital,42,POINT (-9.1161656049257 53.2626360118933),POINT (-8.99416106084898 53.2772418198186)
BR125,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223501,8460B5227901,Forest Hills,Dawn Dairies,42,POINT (-9.1161656049257 53.2626360118933),POINT (-9.01363089849366 53.2769071495497)
BR126,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223501,8460B5228001,Forest Hills,Merlin Hospital Gate,42,POINT (-9.1161656049257 53.2626360118933),POINT (-9.00307788775328 53.2763942287523)
BR127,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223501,8460B5231801,Forest Hills,Galway Cathedral,42,POINT (-9.1161656049257 53.2626360118933),POINT (-9.05819676943983 53.275800998815)
BR128,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223501,8460B5228101,Forest Hills,ATU Galway City,42,POINT (-9.1161656049257 53.2626360118933),POINT (-9.0099941515734 53.2771986429052)
BR129,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223501,8460B5227601,Forest Hills,Rowan Avenue,42,POINT (-9.1161656049257 53.2626360118933),POINT (-9.018832646267 53.273070120712)
BR130,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223601,8460B5228001,Westbrook,Merlin Hospital Gate,42,POINT (-9.11758337610534 53.2606724344909),POINT (-9.00307788775328 53.2763942287523)
BR131,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223601,8460B5228201,Westbrook,Merlin Park Hospital,42,POINT (-9.11758337610534 53.2606724344909),POINT (-8.99416106084898 53.2772418198186)
BR132,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223601,8460B5227501,Westbrook,Hawthorn Drive,42,POINT (-9.11758337610534 53.2606724344909),POINT (-9.02151540908714 53.2724000723339)
BR133,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223601,8460B5227901,Westbrook,Dawn Dairies,42,POINT (-9.11758337610534 53.2606724344909),POINT (-9.01363089849366 53.2769071495497)
BR134,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223701,8460B5228201,Barna Road,Merlin Park Hospital,42,POINT (-9.10932957875816 53.2608663564073),POINT (-8.99416106084898 53.2772418198186)
BR135,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223701,8460B5228101,Barna Road,ATU Galway City,42,POINT (-9.10932957875816 53.2608663564073),POINT (-9.0099941515734 53.2771986429052)
BR136,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223701,8460B5227901,Barna Road,Dawn Dairies,42,POINT (-9.10932957875816 53.2608663564073),POINT (-9.01363089849366 53.2769071495497)
BR137,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223801,8460B5228101,Knocknacarra,ATU Galway City,42,POINT (-9.10370920390687 53.2585547985194),POINT (-9.0099941515734 53.2771986429052)
BR138,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223801,8460B5228201,Knocknacarra,Merlin Park Hospital,42,POINT (-9.10370920390687 53.2585547985194),POINT (-8.99416106084898 53.2772418198186)
BR139,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223801,8460B5227601,Knocknacarra,Rowan Avenue,42,POINT (-9.10370920390687 53.2585547985194),POINT (-9.018832646267 53.273070120712)
BR140,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223901,8460B5228001,Knocknacarra Road,Merlin Hospital Gate,42,POINT (-9.10201186137393 53.2595771032083),POINT (-9.00307788775328 53.2763942287523)
BR141,Seacrest - Eyre Square - Merlin Park,Merlin Park,402,402,0,4023_65529,8460B5223901,8460B5227901,Knocknacarra Road,Dawn Dairies,42,POINT (-9.10201186137393 53.2595771032083),POINT (-9.01363089849366 53.2769071495497)
BR142,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5223401,Merlin Park Hospital,Seacrest,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.11286924465058 53.2621095988708)
BR143,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5231501,Merlin Park Hospital,Kingston Gardens,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.09991192364005 53.2647733088047)
BR144,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5231401,Merlin Park Hospital,Manor Drive,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.09413792740141 53.2664262126102)
BR145,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5231601,Merlin Park Hospital,Shangort Road,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.10465838185356 53.2633992736077)
BR146,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5230301,Merlin Park Hospital,Uni of Galway,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.06118006124957 53.276385635163)
BR147,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5230701,Merlin Park Hospital,Colmcille Road,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.0708110411262 53.2753738279511)
BR148,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5231201,Merlin Park Hospital,Ardmore,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.08334322523482 53.2681515202339)
BR149,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5231101,Merlin Park Hospital,Dominican Convent,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.07739677846082 53.2689513626469)
BR150,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5230601,Merlin Park Hospital,McDara Road,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.06783553019749 53.2751039243064)
BR151,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5231301,Merlin Park Hospital,Kingston Road,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.08973898173069 53.266754099027)
BR152,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5224901,Merlin Park Hospital,Maunsells Road,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.07165754048331 53.2702523446818)
BR153,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5230801,Merlin Park Hospital,O'Connaire Road,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.070529380795 53.2731025241457)
BR154,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5228301,Merlin Park Hospital,Woodhaven,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.00510422480431 53.2764850154505)
BR155,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5230901,Merlin Park Hospital,Maunsells Road,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.07295559987593 53.2723976681751)
BR156,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5230501,Merlin Park Hospital,Costello Road,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.06541672869742 53.2743077000714)
BR157,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228201,8460B5231001,Merlin Park Hospital,St Anne's,38,POINT (-8.99416106084898 53.2772418198186),POINT (-9.07247389071857 53.2687261190156)
BR158,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5231301,Woodhaven,Kingston Road,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.08973898173069 53.266754099027)
BR159,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5223401,Woodhaven,Seacrest,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.11286924465058 53.2621095988708)
BR160,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5231501,Woodhaven,Kingston Gardens,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.09991192364005 53.2647733088047)
BR161,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5231601,Woodhaven,Shangort Road,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.10465838185356 53.2633992736077)
BR162,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5231001,Woodhaven,St Anne's,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.07247389071857 53.2687261190156)
BR163,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5230801,Woodhaven,O'Connaire Road,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.070529380795 53.2731025241457)
BR164,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5224901,Woodhaven,Maunsells Road,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.07165754048331 53.2702523446818)
BR165,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5231201,Woodhaven,Ardmore,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.08334322523482 53.2681515202339)
BR166,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5231401,Woodhaven,Manor Drive,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.09413792740141 53.2664262126102)
BR167,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5229001,Woodhaven,Arbutus Avenue,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.02357157141729 53.2724902891581)
BR168,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5231101,Woodhaven,Dominican Convent,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.07739677846082 53.2689513626469)
BR169,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228301,8460B5230501,Woodhaven,Costello Road,38,POINT (-9.00510422480431 53.2764850154505),POINT (-9.06541672869742 53.2743077000714)
BR170,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228401,8460B5231001,ATU Galway City,St Anne's,38,POINT (-9.01056191792701 53.2771129458502),POINT (-9.07247389071857 53.2687261190156)
BR171,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228401,8460B5223401,ATU Galway City,Seacrest,38,POINT (-9.01056191792701 53.2771129458502),POINT (-9.11286924465058 53.2621095988708)
BR172,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228401,8460B5231501,ATU Galway City,Kingston Gardens,38,POINT (-9.01056191792701 53.2771129458502),POINT (-9.09991192364005 53.2647733088047)
BR173,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228501,8460B5230401,Dawn Dairies,UCH Galway,38,POINT (-9.01358082242712 53.2766918768446),POINT (-9.06348932698268 53.2763920246507)
BR174,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228501,8460B5231201,Dawn Dairies,Ardmore,38,POINT (-9.01358082242712 53.2766918768446),POINT (-9.08334322523482 53.2681515202339)
BR175,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228501,8460B5223401,Dawn Dairies,Seacrest,38,POINT (-9.01358082242712 53.2766918768446),POINT (-9.11286924465058 53.2621095988708)
BR176,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228601,8460B5231501,Murrough Park,Kingston Gardens,38,POINT (-9.01447813116663 53.2740599156275),POINT (-9.09991192364005 53.2647733088047)
BR177,Seacrest - Eyre Square - Merlin Park,Seacrest,402,402,1,4023_65529,8460B5228701,8460B5223401,Fuschia Drive,Seacrest,38,POINT (-9.01611435151466 53.2728776170142),POINT (-9.11286924465058 53.2621095988708)
BR178,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5225701,84605257301,Galway Cathedral,Seamus Quirke Road,20,POINT (-9.05704816418731 53.2754337125755),POINT (-9.07946923657427 53.2744509385592)
BR179,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5228301,8460B5255001,Woodhaven,Innishannagh,34,POINT (-9.00510422480431 53.2764850154505),POINT (-9.08044322886433 53.2768058265123)
BR180,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5230201,8460B5255001,Francis Street,Innishannagh,20,POINT (-9.05380643824188 53.2753096181992),POINT (-9.08044322886433 53.2768058265123)
BR181,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5243201,8460B5255401,Castlegar GAA Club,Westside Centre,34,POINT (-8.97639727167632 53.277442516671),POINT (-9.07760775113075 53.2761484354637)
BR182,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5243301,8460B5255001,Lios An Uisce,Innishannagh,34,POINT (-8.99954951190591 53.2749049822559),POINT (-9.08044322886433 53.2768058265123)
BR183,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5243301,8460B5236801,Lios An Uisce,Connacht Rugby,34,POINT (-8.99954951190591 53.2749049822559),POINT (-9.0382948105457 53.2786901615763)
BR184,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5243701,8460B5255401,Eyre Square,Westside Centre,20,POINT (-9.04910338731818 53.2749017151632),POINT (-9.07760775113075 53.2761484354637)
BR185,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5243701,8460B5255001,Eyre Square,Innishannagh,20,POINT (-9.04910338731818 53.2749017151632),POINT (-9.08044322886433 53.2768058265123)
BR186,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5243701,84605257301,Eyre Square,Seamus Quirke Road,20,POINT (-9.04910338731818 53.2749017151632),POINT (-9.07946923657427 53.2744509385592)
BR187,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5243701,8460B5255201,Eyre Square,Corrach Buí,20,POINT (-9.04910338731818 53.2749017151632),POINT (-9.08202412460004 53.2752815939271)
BR188,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5256501,84605257301,Newcastle PO,Seamus Quirke Road,20,POINT (-9.0633562242801 53.2788827409833),POINT (-9.07946923657427 53.2744509385592)
BR189,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B8884201,8460B5255401,Galway Clinic,Westside Centre,34,POINT (-8.97330612233025 53.281961484782),POINT (-9.07760775113075 53.2761484354637)
BR190,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B8884201,84605257301,Galway Clinic,Seamus Quirke Road,34,POINT (-8.97330612233025 53.281961484782),POINT (-9.07946923657427 53.2744509385592)
BR191,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B8884201,8460B5236801,Galway Clinic,Connacht Rugby,34,POINT (-8.97330612233025 53.281961484782),POINT (-9.0382948105457 53.2786901615763)
BR192,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B8884201,8460B5255201,Galway Clinic,Corrach Buí,34,POINT (-8.97330612233025 53.281961484782),POINT (-9.08202412460004 53.2752815939271)
BR193,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,8460B5255401,Cloonarkin Drive,Westside Centre,34,POINT (-8.92981337413508 53.2665626481834),POINT (-9.07760775113075 53.2761484354637)
BR194,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,84605257301,Cloonarkin Drive,Seamus Quirke Road,34,POINT (-8.92981337413508 53.2665626481834),POINT (-9.07946923657427 53.2744509385592)
BR195,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,8460B5245401,Cloonarkin Drive,Corrib Park,34,POINT (-8.92981337413508 53.2665626481834),POINT (-9.07077527905306 53.2805419478933)
BR196,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,8460B5255201,Cloonarkin Drive,Corrach Buí,34,POINT (-8.92981337413508 53.2665626481834),POINT (-9.08202412460004 53.2752815939271)
BR197,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,8460B5244801,Cloonarkin Drive,Corrib Park,34,POINT (-8.92981337413508 53.2665626481834),POINT (-9.07420241432234 53.2814637977668)
BR198,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,8460B5244601,Cloonarkin Drive,St Joseph's NS,34,POINT (-8.92981337413508 53.2665626481834),POINT (-9.07267882012999 53.2834996934633)
BR199,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5255401,Oranmore Centre,Westside Centre,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.07760775113075 53.2761484354637)
BR200,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,84605257301,Oranmore Centre,Seamus Quirke Road,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.07946923657427 53.2744509385592)
BR201,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5255001,Oranmore Centre,Innishannagh,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.08044322886433 53.2768058265123)
BR202,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5245401,Oranmore Centre,Corrib Park,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.07077527905306 53.2805419478933)
BR203,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5255201,Oranmore Centre,Corrach Buí,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.08202412460004 53.2752815939271)
BR204,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244401,Oranmore Centre,Thomas Hynes Road,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.074654779859 53.2881374118016)
BR205,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5256601,Oranmore Centre,St Francis Home,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.06793135871163 53.2855644815792)
BR206,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244301,Oranmore Centre,Greenfields Estate,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.06904390306838 53.2868756706255)
BR207,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5245301,Oranmore Centre,Ardilaun Road,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.07065758651876 53.2806328793505)
BR208,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5236801,Oranmore Centre,Connacht Rugby,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.0382948105457 53.2786901615763)
BR209,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244801,Oranmore Centre,Corrib Park,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.07420241432234 53.2814637977668)
BR210,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244901,Oranmore Centre,John Coogan Park,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.07747833293358 53.2793491485679)
BR211,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244501,Oranmore Centre,Fairlands Park,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.07347253135532 53.2846519349859)
BR212,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244601,Oranmore Centre,St Joseph's NS,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.07267882012999 53.2834996934633)
BR213,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5225701,Oranmore Centre,Galway Cathedral,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.05704816418731 53.2754337125755)
BR214,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5229601,Oranmore Centre,Brothers of Charity,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.02693481859563 53.2801995596007)
BR215,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5256501,Oranmore Centre,Newcastle PO,34,POINT (-8.92853824783592 53.2727469134787),POINT (-9.0633562242801 53.2788827409833)
BR216,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5243701,Oranmore Centre,Eyre Square,15,POINT (-8.92853824783592 53.2727469134787),POINT (-9.04910338731818 53.2749017151632)
BR217,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5236901,Oranmore Centre,Yeats College,15,POINT (-8.92853824783592 53.2727469134787),POINT (-9.04155294449566 53.2763969103634)
BR218,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5226101,8460B8884201,Eyre Square,Galway Clinic,14,POINT (-9.04963289544644 53.2750947795551),POINT (-8.97330612233025 53.281961484782)
BR219,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5226101,8470B556161,Eyre Square,Oranmore Centre,14,POINT (-9.04963289544644 53.2750947795551),POINT (-8.92853824783592 53.2727469134787)
BR220,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5232101,8470B556161,Forster Court,Oranmore Centre,14,POINT (-9.04679693115031 53.2762341542291),POINT (-8.92853824783592 53.2727469134787)
BR221,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B8884201,Westside Centre,Galway Clinic,27,POINT (-9.07760775113075 53.2761484354637),POINT (-8.97330612233025 53.281961484782)
BR222,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5228101,Westside Centre,ATU Galway City,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.0099941515734 53.2771986429052)
BR223,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8470B556161,Westside Centre,Oranmore Centre,27,POINT (-9.07760775113075 53.2761484354637),POINT (-8.92853824783592 53.2727469134787)
BR224,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5226901,Westside Centre,The G Hotel,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.03186113484134 53.28114565287)
BR225,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5241301,Westside Centre,Glenina Heights,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.01992675833106 53.2787228531478)
BR226,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5241501,Westside Centre,Galway Crystal,27,POINT (-9.07760775113075 53.2761484354637),POINT (-8.99742620398334 53.274509340263)
BR227,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5232501,Westside Centre,Loyola Park,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.03655665017521 53.2799815004188)
BR228,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5241801,Westside Centre,Castlegar GAA Club,27,POINT (-9.07760775113075 53.2761484354637),POINT (-8.97631244116975 53.2776678962662)
BR229,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5232101,Westside Centre,Forster Court,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.04679693115031 53.2762341542291)
BR230,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5225601,Westside Centre,Uni of Galway,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.06205866589211 53.2767462993784)
BR231,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5256701,Westside Centre,St Francis Home,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.06776485570684 53.2855030602499)
BR232,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5241401,Westside Centre,Galwegians RFC,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.01447563403046 53.2777537720436)
BR233,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5232401,Westside Centre,Connacht Rugby,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.03778294020124 53.2792248767453)
BR234,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5256301,Westside Centre,Lower Newcastle Rd,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.06475347268179 53.2814047392276)
BR235,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5227001,Westside Centre,Renmore Park,27,POINT (-9.07760775113075 53.2761484354637),POINT (-9.02478230648328 53.2798585792824)
BR236,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5226101,Westside Centre,Eyre Square,14,POINT (-9.07760775113075 53.2761484354637),POINT (-9.04963289544644 53.2750947795551)
BR237,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5225901,Westside Centre,Franciscan Friary,14,POINT (-9.07760775113075 53.2761484354637),POINT (-9.05329013215602 53.2750445559238)
BR238,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8470B556161,Gaelcarrig Park,Oranmore Centre,27,POINT (-9.07773025560116 53.2792300347871),POINT (-8.92853824783592 53.2727469134787)
BR239,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5241801,Gaelcarrig Park,Castlegar GAA Club,27,POINT (-9.07773025560116 53.2792300347871),POINT (-8.97631244116975 53.2776678962662)
BR240,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5227001,Gaelcarrig Park,Renmore Park,27,POINT (-9.07773025560116 53.2792300347871),POINT (-9.02478230648328 53.2798585792824)
