,building_name,osm_id,building_type,latitude,longitude
B403,Orchard House,161468926,building,53.29299368652759,-9.013945123660095
B404,Orthodontic Deptartment,160602486,building,53.277457439065394,-8.987294068891474
B405,Orthopaedics & Surgical Outpatients,160602452,building,53.2767102714854,-8.991871658009172
B406,Outpatients Department,1357803814,building,53.27640008954905,-8.99069953486043
B407,Outpatients Department inc. Oncology Day Ward,165322947,building,53.27751911907765,-9.066587244005452
B408,Owners & Trainers Carvery,26437240,building,53.29855275800466,-8.9970261081868
B409,Ozanam House,146909216,building,53.27202021630507,-9.051283298869798
B410,P.J. Flaherty,211852107,building,53.2663873963827,-9.071192518988966
B411,Paediatric Unit,165025352,building,53.27611667321693,-9.068405656089729
B412,Parochial House,164359027,building,53.26266265,-9.118875599999999
B413,Pearse Stand,191851417,building,53.262675562554755,-9.083971067835725
B414,Penn Engineering,160685075,building,53.28630838838114,-9.028242835037481
B415,Persse Distillery (disused),177111966,building,53.27299005712148,-9.056651802075034
B416,Petworld,161603121,building,53.284226000050815,-9.043847140993622
B417,Plaster Room Clinic (temporary),160602471,building,53.27599915632735,-8.989614326811541
B418,Platform 94,43204243,building,53.28534968963662,-9.026790312240548
B419,Podiatry Clinic,160602462,building,53.276755252563724,-8.996103798169566
B420,Pointe Boise,163424329,building,53.26233186142113,-9.072424275655118
B421,Port of Galway,794914843,building,53.268921315143125,-9.047255338344634
B422,Portershed a Dó,175583929,building,53.27365480436892,-9.053651919263224
B423,Portmore,36783333,building,53.27013627708444,-9.05399870708575
B424,Presentation Convent,177111447,building,53.273514414983026,-9.060242833111067
B425,Printing and Storage,165022801,building,53.278530905926665,-9.06699317642365
B426,Promview House,164365790,building,53.26031638467458,-9.076162604326761
B427,Prospect House,162504942,building,53.275254975700996,-9.048528341494864
B428,Public Analyst Laboratory,165022803,building,53.279064656670165,-9.067026805064808
B429,Pálás,955409028,building,53.26985072041223,-9.052809312436429
B430,Quadrangle,13170686,building,53.2776826331636,-9.062075366157949
B431,Qualtech,79232365,building,53.30124267008566,-8.996610266991622
B432,Radharc An Chlair,164368573,building,53.26347889184532,-9.071480928694168
B433,Reception,205144824,building,53.28905380587622,-9.066973108832494
B434,"Registry of Births, Marriages and Deaths",165027246,building,53.27484613339197,-9.064600764521098
B435,Rendu Court,153265867,building,53.27188036838879,-9.051034546379636
B436,Renmore Community Centre,160674155,building,53.27592592001069,-9.016396835589395
B437,Renmore House,161303462,building,53.27974524692836,-9.026537090952488
B438,Renmore House Workshop,161303465,building,53.27962800380481,-9.024891855284203
B439,Renmore Scouts Den,160674156,building,53.275971450643446,-9.016818356338591
B440,Research and Innovation Centre,43204192,building,53.28281179585468,-9.064342621666846
B441,Riverside Terrapin,211900845,building,53.281353910277325,-9.063667139699419
B442,Rockfort House,146909217,building,53.27166038659749,-9.052258293255877
B443,Rockville Apartments,195588985,building,53.26061100385784,-9.074236442862915
B444,Ros Geal Student Residence,192922786,building,53.27657229375945,-9.062707127471201
B445,Roscam Church,771966808,building,53.26419128181162,-8.984995434803249
B446,Roscam Round Tower,1140803229,building,53.26463297913686,-8.984974745450069
B447,Rosedale School,161303459,building,53.27976350442114,-9.027276216104546
B448,Ross House,164959829,building,53.27274410770323,-9.04896655928897
B449,Rossa B&B,290091841,building,53.27729901455122,-9.050927935351517
B450,Roxboro House,135928795,building,53.27007786190727,-9.061814164236495
B451,Royal Court Business Centre,161384897,building,53.285366749999994,-9.037825300000002
B452,Royal Tara Visitor Centre,160953631,building,53.285278139170224,-9.01982773984548
B453,Ryan Institute Annexe,164865634,building,53.27682823319713,-9.05963041517892
B454,Sacred Heart,207249789,building,53.27689215429004,-9.07396246980604
B455,Saint Agnes,185315937,building,53.27989346536487,-9.005857904589229
B456,Saint Aidan,185315944,building,53.28140986556266,-9.00381423376542
B457,Saint Augustine Church,131838877,building,53.27204727129887,-9.052011885316135
B458,Saint Brendan's Court,290091877,building,53.276379356262666,-9.051846453272882
B459,Saint Brigid's,176160259,building,53.28469262654331,-9.00086513304997
B460,Saint Columba's Church,161600396,building,53.294819822411384,-9.012956194447112
B461,Saint Columbas Credit Union Ltd,160977314,building,53.28228447752739,-9.016271041017035
B462,Saint Francis,194676397,building,53.28136821931962,-9.004145469881136
B463,"Saint Francis ""The Abbey""",121163647,building,53.27524273173153,-9.054086098185447
B464,Saint James GAA Club,160977311,building,53.282851346048034,-9.016761345542275
B465,Saint James' Church,131486864,building,53.2940395350959,-9.090335651257119
B466,Saint Joeseph's Special School,211744101,building,53.28110963721524,-9.067217404865426
B467,Saint John the Apostle,161703159,building,53.26287620926789,-9.118480258296389
B468,Saint John's,185315941,building,53.2811080810619,-9.00404904212345
B469,Saint Joseph's,211935437,building,53.27338676697115,-9.060561911344731
B470,Saint Joseph's Community Centre,79947374,building,53.2761231959765,-9.070979671446908
B471,Saint Mary's Priory,195920909,building,53.268491218190825,-9.056019967930341
B472,Saint Michael's GAA Clubhouse,165329515,building,53.275708865083814,-9.078858874703052
B473,Saint Michaels,185315939,building,53.28014040311019,-9.00556152824153
B474,Saint Patrick's Church,47088145,building,53.2756769727384,-9.046813172483613
B475,Saint Patrick's Garrison Church,161366523,building,53.272994710017805,-9.029369404240663
B476,Saint Paul's,185315948,building,53.28058836777622,-9.005291355846122
B477,Saint Stephen's,185315938,building,53.2798793824446,-9.005274100237346
B478,Saint Theresa's,185315950,building,53.2811562052989,-9.003636525729206
B479,Salmon Weir Hostel Galway,1025580567,building,53.27621062805202,-9.053486731845277
B480,Salthill Bandstand,1125704711,building,53.25908841652921,-9.080264718809676
B481,Salthill Lodge,1127833340,building,53.26509235574569,-9.072802879689885
B482,Salthill Service Station,164368579,building,53.26340565559548,-9.07180950784484
B483,Sancta Maria,133492078,building,53.27011192940142,-9.06462892793496
B484,Saolta Radiation Oncology Centre,1164721232,building,53.2754612856163,-9.067187930462351
B485,Seabury,161693557,building,53.25860461705805,-9.127013937369952
B486,Seafield,205143832,building,53.27938046168636,-9.090385540148734
B487,Security Office,211900853,building,53.28126887339831,-9.062255484378918
B488,Seville House,153265859,building,53.2702024191143,-9.052210484694218
B489,Shalom,185315942,building,53.28082396036233,-9.004682785555216
B490,Sheils Motorpark,101460310,building,53.286375606329656,-9.043361385578418
B491,Sherwood House,133779977,building,53.26939158852214,-9.066399045006122
B492,"Shop, Information Centre, Dental Dept.",160602473,building,53.27677830406124,-8.994756099888379
B493,Shoreline,1125697713,building,53.261259071821726,-9.073643821830784
B494,Silverstrand Service Station,161693555,building,53.25891744034141,-9.129549720987422
B495,Sliabh Rua,204888773,building,53.288711153316804,-9.08414958913166
B496,Smoking Shelter,976465377,building,53.27977325,-9.0616118
B497,Snoozles,587893345,building,53.2751956,-9.0450056
B498,Spanish Arch Car Park,858490713,building,53.27089942849192,-9.054918360020977
B499,Spanish Parade House,539138210,building,53.26956208793838,-9.053192601840491
B500,Spar,1066138348,building,53.28994298099475,-9.020744721759131
B501,St Mary's Hall,266184126,building,53.28922366093174,-9.045964275807313
B502,St Patrick's Band Society,265824041,building,53.27365933251139,-9.045619155280473
B503,St Peter & Paul Church,188153333,building,53.29424875013616,-9.052754596434593
B504,St. Anthony’s,1207247551,building,53.28391134680024,-9.066141923702627
B505,Standard House,161484579,building,53.28925893598438,-9.001187971477846
B506,Steamship House,163415043,building,53.26958520554179,-9.052184774886326
B507,Suan Trá,163424333,building,53.263708615697006,-9.06989496434839
B508,Summerdale,163759349,building,53.27178187852398,-9.086637455022446
B509,Sunrise Lodge,211852635,building,53.26415846591371,-9.068996152510893
B510,Supplies,165022808,building,53.278299967263024,-9.067541144764736
B511,Suzuki,968466178,building,53.2634823256007,-9.071990290856425
B512,Swan House,866109735,building,53.27038133538996,-9.053764623640985
B513,Swuite,288843709,building,53.282025897023466,-9.039527419376762
B514,Séan Duggan Centre,1043837681,building,53.274886586539004,-9.045513069583304
B515,TE Connectivity,78432243,building,53.28939817061289,-9.011662620725255
B516,Tara Court,211855434,building,53.26684596821407,-9.061340537866187
B517,Teach Breac,211939484,building,53.27749067527097,-9.056683651008221
B518,Teach Maryville,211656761,building,53.29149755778352,-9.076566245280638
B519,Terryland Castle,800839426,building,53.28310458129259,-9.059517744119779
B520,Terryland House,200207594,building,53.28493867810745,-9.044917368397702
B521,Texaco,588467537,building,53.27137907220695,-9.045212600201026
B522,Texaco,1060672163,building,53.25895672457795,-9.129652620039245
B523,The Alcantara Building,953816579,building,53.27154692250784,-9.048777252116256
B524,The Black Box,78474058,building,53.28039804301039,-9.052442981562839
B525,The Bridge Mills,331929716,building,53.271425726472536,-9.056497979787423
B526,The Calatrava Building,953816581,building,53.27199297662456,-9.048601583727695
B527,The Chalet,227129964,building,53.27745335,-9.014958400000001
B528,The Clan Bar,303644909,building,53.27942358138478,-9.039313373656482
B529,The Cobblestones,866088254,building,53.27560317029312,-9.051715217707365
B530,The Continental Boutique Residence,146896466,building,53.26655628589989,-9.070958911613209
B531,The Cornstore,858830016,building,53.27150926466306,-9.052785991127944
B532,The Door Centre,161384911,building,53.286325104018836,-9.038088367855144
B533,The Dormers,211747993,building,53.2647918332427,-9.066348300331715
B534,The Grainstore,872365002,building,53.27237631064658,-9.050673493027507
B535,The Guard House,175585617,building,53.272322688404095,-9.053897123893526
B536,The Halls,870980953,building,53.270964508474115,-9.0540361764561
B537,The Huston School Bubble,343501010,building,53.27651805511659,-9.058584856117424
B538,The Lodge,288849265,building,53.27590555167003,-9.044737777937286
B539,The Montessa Building,953816578,building,53.271596503102565,-9.04814603734955
B540,The Nest,211849233,building,53.26240363446385,-9.072816419097002
B541,The Rockbarton Park Hotel,1018393290,building,53.26017385977449,-9.08794007669596
B542,The Santiago Building,953816580,building,53.27178107822545,-9.049142554643074
B543,The Sliding Rock,211933639,building,53.27566453856254,-9.063166380332909
B544,The Sportsdome,870858349,building,53.26398116280814,-9.090459519113569
B545,The Swallow B&B,211854854,building,53.26714917337935,-9.064657663082457
B546,The Warehouse Gym,78516542,building,53.2892912,-9.0168668
B547,The Waterfront,870985984,building,53.271662420837714,-9.055379360515325
B548,The White House,211852636,building,53.26425345,-9.06879205
B549,Three Crown Square,16254532,building,53.28709209451165,-9.022015530382417
B550,Tigh Mhaidhc Pháidín,794881061,building,53.30145058634851,-9.073375912431995
B551,Tom Sheridan’s,162445318,building,53.267733975284365,-9.10563951470116
B552,Tote,184426275,building,53.29865972240226,-8.995830217215191
B553,Tourist Information,866107085,building,53.27451458200449,-9.049922220821536
B554,Tower House,101455930,building,53.285290606716295,-9.034653193232021
B555,Tower House,162456565,building,53.27463108782399,-9.052184219832178
B556,Town Hall Theatre,162504919,building,53.27612891830269,-9.054028012843222
B557,Train Shed,123231076,building,53.272771985083956,-9.046422681033913
B558,Training Department,161303474,building,53.2800377507808,-9.026890198123263
B559,Tuck Mill Court,175583927,building,53.27283101644064,-9.054825650749686
B560,Two Crown Square,16254531,building,53.28684155922019,-9.022788284254995
B561,Tí Geal,211744098,building,53.280774639676025,-9.067306803624973
B562,Tí Luaghaidh,209293940,building,53.273119260103215,-9.001554438753882
B563,Túr Éanna,211738658,building,53.27489610516529,-9.107400767532166
B564,Unit 1,131269466,building,53.290445219608074,-9.073205536514969
B565,Unit 6,131269464,building,53.291776791573454,-9.073510189500977
B566,United Methodist Presbyterian Church,47088146,building,53.27286694165734,-9.047902489218098
B567,University Creche,211659526,building,53.28634130713195,-9.067776652857585
B568,University Halls,134399037,building,53.27644538727354,-9.063290120123556
B569,University of Galway Sports Centre,43204189,building,53.2819999151255,-9.063294153597013
B570,Victoria House,866106631,building,53.2733309,-9.048390149999998
B571,Villa Maria B&B,211854859,building,53.26715518686688,-9.064301218252966
B572,Wash Me,954718179,building,53.28149431514836,-9.046567505429142
B573,Wayfair House,161384895,building,53.283860031260204,-9.036133309304539
B574,Weatherly Lodge,188133979,building,53.27446342832564,-9.075074406602951
B575,Weigh Room & Course Offices,184430690,building,53.29822147353522,-8.993892423259569
B576,Weir Lodge,211939502,building,53.27713305009254,-9.056320025607368
B577,Wellpark House,448727300,building,53.28277910197991,-9.03017497167747
B578,West End Apartments,164649887,building,53.269789747305076,-9.060741874838612
B579,Westbrook House,692322648,building,53.27578707714056,-9.05238995589805
B580,Western Citypoint,162378104,building,53.275864475511675,-9.048955943944952
B581,Western House,163496144,building,53.258407778466726,-9.079942510032433
B582,Westside Boxing Club,78249990,building,53.277891544349536,-9.07273155228372
B583,Westside Community Centre,207249790,building,53.277666305301445,-9.072907898391225
B584,Westside Public Library,207249791,building,53.27741085390566,-9.074417008747634
B585,Whitestrand Lodge Children's Respite Centre,211896344,building,53.26388960298026,-9.062734224654859
B586,Wonderkids Creche,211940925,building,53.27289823158555,-9.069261781762059
B587,Woodbudy,161693561,building,53.25868976988472,-9.127813067072822
B588,Woodie's,43204281,building,53.28247365294478,-9.031296337101502
B589,Woodlands Centre,161303460,building,53.28007336759544,-9.028894110273885
B590,Woodquay Court,290091876,building,53.27648136505666,-9.052214187175814
B591,XL,756621545,building,53.25851405969181,-9.100961839446514
B592,Áras Mhaighe Seola,43204422,building,53.28349908611492,-9.065110560264099
B593,Áras Mhic Amhlaigh,1005688616,building,53.27388518091459,-9.095705634541043
B594,Áras Ní Éimhigh,795395287,building,53.27831152757751,-9.060857892273178
B595,Áras Oirbsean,211906296,building,53.27960614447345,-9.058195912110184
B596,Áras Uí Chathail,57378406,building,53.27881488529899,-9.058436940340053
B597,Áras an Chontae,52408251,building,53.276371232680255,-9.048516169358848
B598,Áras de Brún,56392815,building,53.27871346821621,-9.061757714101727
B599,Áras na Mac Léinn,57378404,building,53.27808755333121,-9.058366838766974
B600,Árasáin Cheann Trá,1090854205,building,53.260030180856255,-9.07508077075453
B601,Árus Bóthar na Trá,288991470,building,53.26350968159709,-9.086039053579828
B602,Árus Guaire,587893344,building,53.27619688626201,-9.046168130222501
