,route_long_name,g_trip_headsign,route_id,route_short_name,direction_id,variation_route_id,first_stop_id,last_stop_id,first_stop_name,last_stop_name,num_stops
BR186,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5243701,84605257301,Eyre Square,Seamus Quirke Road,20
BR187,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5243701,8460B5255201,Eyre Square,Corrach Buí,20
BR188,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B5256501,84605257301,Newcastle PO,Seamus Quirke Road,20
BR189,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B8884201,8460B5255401,Galway Clinic,Westside Centre,34
BR190,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B8884201,84605257301,Galway Clinic,Seamus Quirke Road,34
BR191,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B8884201,8460B5236801,Galway Clinic,Connacht Rugby,34
BR192,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8460B8884201,8460B5255201,Galway Clinic,Corrach Buí,34
BR193,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,8460B5255401,Cloonarkin Drive,Westside Centre,34
BR194,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,84605257301,Cloonarkin Drive,Seamus Quirke Road,34
BR195,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,8460B5245401,Cloonarkin Drive,Corrib Park,34
BR196,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,8460B5255201,Cloonarkin Drive,Corrach Buí,34
BR197,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,8460B5244801,Cloonarkin Drive,Corrib Park,34
BR198,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B5260101,8460B5244601,Cloonarkin Drive,St Joseph's NS,34
BR199,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5255401,Oranmore Centre,Westside Centre,34
BR200,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,84605257301,Oranmore Centre,Seamus Quirke Road,34
BR201,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5255001,Oranmore Centre,Innishannagh,34
BR202,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5245401,Oranmore Centre,Corrib Park,34
BR203,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5255201,Oranmore Centre,Corrach Buí,34
BR204,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244401,Oranmore Centre,Thomas Hynes Road,34
BR205,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5256601,Oranmore Centre,St Francis Home,34
BR206,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244301,Oranmore Centre,Greenfields Estate,34
BR207,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5245301,Oranmore Centre,Ardilaun Road,34
BR208,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5236801,Oranmore Centre,Connacht Rugby,34
BR209,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244801,Oranmore Centre,Corrib Park,34
BR210,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244901,Oranmore Centre,John Coogan Park,34
BR211,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244501,Oranmore Centre,Fairlands Park,34
BR212,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5244601,Oranmore Centre,St Joseph's NS,34
BR213,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5225701,Oranmore Centre,Galway Cathedral,34
BR214,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5229601,Oranmore Centre,Brothers of Charity,34
BR215,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5256501,Oranmore Centre,Newcastle PO,34
BR216,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5243701,Oranmore Centre,Eyre Square,15
BR217,Eyre Square - Newcastle,Newcastle,404,404,0,4023_65530,8470B556161,8460B5236901,Oranmore Centre,Yeats College,15
BR218,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5226101,8460B8884201,Eyre Square,Galway Clinic,14
BR219,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5226101,8470B556161,Eyre Square,Oranmore Centre,14
BR220,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5232101,8470B556161,Forster Court,Oranmore Centre,14
BR221,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B8884201,Westside Centre,Galway Clinic,27
BR222,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5228101,Westside Centre,ATU Galway City,27
BR223,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8470B556161,Westside Centre,Oranmore Centre,27
BR224,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5226901,Westside Centre,The G Hotel,27
BR225,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5241301,Westside Centre,Glenina Heights,27
BR226,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5241501,Westside Centre,Galway Crystal,27
BR227,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5232501,Westside Centre,Loyola Park,27
BR228,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5241801,Westside Centre,Castlegar GAA Club,27
BR229,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5232101,Westside Centre,Forster Court,27
BR230,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5225601,Westside Centre,Uni of Galway,27
BR231,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5256701,Westside Centre,St Francis Home,27
BR232,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5241401,Westside Centre,Galwegians RFC,27
BR233,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5232401,Westside Centre,Connacht Rugby,27
BR234,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5256301,Westside Centre,Lower Newcastle Rd,27
BR235,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5227001,Westside Centre,Renmore Park,27
BR236,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5226101,Westside Centre,Eyre Square,14
BR237,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255401,8460B5225901,Westside Centre,Franciscan Friary,14
BR238,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8470B556161,Gaelcarrig Park,Oranmore Centre,27
BR239,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5241801,Gaelcarrig Park,Castlegar GAA Club,27
BR240,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5227001,Gaelcarrig Park,Renmore Park,27
BR241,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5232101,Gaelcarrig Park,Forster Court,27
BR242,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5232301,Gaelcarrig Park,College Road,27
BR243,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5241401,Gaelcarrig Park,Galwegians RFC,27
BR244,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5241501,Gaelcarrig Park,Galway Crystal,27
BR245,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B8884201,Gaelcarrig Park,Galway Clinic,27
BR246,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5225901,Gaelcarrig Park,Franciscan Friary,27
BR247,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255601,8460B5226101,Gaelcarrig Park,Eyre Square,14
BR248,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255701,8460B8884201,Laurel Park,Galway Clinic,27
BR249,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255701,8470B556161,Laurel Park,Oranmore Centre,27
BR250,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255701,8460B5241801,Laurel Park,Castlegar GAA Club,27
BR251,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255801,8470B556161,St Joseph's School,Oranmore Centre,27
BR252,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255801,8460B8884201,St Joseph's School,Galway Clinic,27
BR253,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255801,8460B5228101,St Joseph's School,ATU Galway City,27
BR254,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5255901,8470B556161,Hazel Park,Oranmore Centre,27
BR255,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5256001,8460B5241801,Tudor Lawns,Castlegar GAA Club,27
BR256,Eyre Square - Newcastle,Oranmore,404,404,1,4023_65530,8460B5256001,8460B8884201,Tudor Lawns,Galway Clinic,27
BR257,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,84605257301,8460B522041,Seamus Quirke Road,Ballybane Ind Estate,28
BR258,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,84605257301,8460B5235601,Seamus Quirke Road,Ballybane Centre,28
BR259,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,84605257301,8460B5260501,Seamus Quirke Road,Bayview Heights,28
BR260,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B522041,Gort na Bro,Ballybane Ind Estate,28
BR261,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5260401,Gort na Bro,Holf Family Church,28
BR262,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5213401,Gort na Bro,Ballybane Industrial Estate,28
BR263,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5260501,Gort na Bro,Bayview Heights,28
BR264,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5226801,Gort na Bro,Bohermore,28
BR265,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5235601,Gort na Bro,Ballybane Centre,28
BR266,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5257701,Gort na Bro,Glenanail Drive,28
BR267,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5235501,Gort na Bro,Árd Aoibhinn Drive,28
BR268,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5231801,Gort na Bro,Galway Cathedral,28
BR269,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5258001,Gort na Bro,Connolly Avenue,28
BR270,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5258101,Gort na Bro,Michael Collins Rd,28
BR271,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5226201,Gort na Bro,Prospect Hill,28
BR272,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5241201,Gort na Bro,Eyre Square,28
BR273,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5225601,Gort na Bro,Uni of Galway,28
BR274,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5257901,Gort na Bro,Riverside View,28
BR275,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5256901,8460B5257801,Gort na Bro,Mervue Ind Est,28
BR276,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B522041,Garrai de Brun,Ballybane Ind Estate,28
BR277,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5235501,Garrai de Brun,Árd Aoibhinn Drive,28
BR278,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5213401,Garrai de Brun,Ballybane Industrial Estate,28
BR279,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5235601,Garrai de Brun,Ballybane Centre,28
BR280,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5226201,Garrai de Brun,Prospect Hill,28
BR281,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5258101,Garrai de Brun,Michael Collins Rd,28
BR282,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5260501,Garrai de Brun,Bayview Heights,28
BR283,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5257801,Garrai de Brun,Mervue Ind Est,28
BR284,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257001,8460B5257101,Garrai de Brun,Deane Roundabout,28
BR285,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257101,8460B522041,Deane Roundabout,Ballybane Ind Estate,28
BR286,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257101,8460B5235601,Deane Roundabout,Ballybane Centre,28
BR287,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257101,8460B5213401,Deane Roundabout,Ballybane Industrial Estate,28
BR288,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257201,8460B522041,Rahoon Road Estate,Ballybane Ind Estate,28
BR289,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257201,8460B5213401,Rahoon Road Estate,Ballybane Industrial Estate,28
BR290,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257401,8460B5258001,Westside Centre,Connolly Avenue,28
BR291,Rahoon - Eyre Square - Ballybane,Ballybane,405,405,0,4023_65531,8460B5257401,8460B5241201,Westside Centre,Eyre Square,13
BR292,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259901,Ballybane Ind Estate,W Distributor Road,28
BR293,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5256901,Ballybane Ind Estate,Gort na Bro,28
BR294,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259801,Ballybane Ind Estate,Deane Roundabout,28
BR295,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5256501,Ballybane Ind Estate,Newcastle PO,28
BR296,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5231901,Ballybane Ind Estate,St Bridget's Place,28
BR297,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259701,Ballybane Ind Estate,Gleann Dara,28
BR298,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259501,Ballybane Ind Estate,Westside Retail,28
BR299,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259401,Ballybane Ind Estate,Seamus Quirke Rd,28
BR300,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259301,Ballybane Ind Estate,Snipe Lawn,28
BR301,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5230201,Ballybane Ind Estate,Francis Street,28
BR302,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5230301,Ballybane Ind Estate,Uni of Galway,28
BR303,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5229801,Ballybane Ind Estate,Cemetery,28
BR304,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5259601,Ballybane Ind Estate,Westside Pitches,28
BR305,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5258801,Ballybane Ind Estate,Michael Collins Rd,28
BR306,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5229901,Ballybane Ind Estate,Cookes Terrace,28
BR307,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5243701,Ballybane Ind Estate,Eyre Square,16
BR308,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5233101,Ballybane Ind Estate,Ballybane Centre,16
BR309,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B522041,8460B5258901,Ballybane Ind Estate,Pearse Avenue,16
BR310,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5256901,Ballybane Centre,Gort na Bro,28
BR311,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5231901,Ballybane Centre,St Bridget's Place,28
BR312,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259801,Ballybane Centre,Deane Roundabout,28
BR313,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259901,Ballybane Centre,W Distributor Road,28
BR314,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5225701,Ballybane Centre,Galway Cathedral,28
BR315,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5230301,Ballybane Centre,Uni of Galway,28
BR316,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259601,Ballybane Centre,Westside Pitches,28
BR317,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259501,Ballybane Centre,Westside Retail,28
BR318,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5230201,Ballybane Centre,Francis Street,28
BR319,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259701,Ballybane Centre,Gleann Dara,28
BR320,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233101,8460B5259401,Ballybane Centre,Seamus Quirke Rd,28
BR321,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5256501,Walter Macken Road,Newcastle PO,28
BR322,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5230301,Walter Macken Road,Uni of Galway,28
BR323,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5256901,Walter Macken Road,Gort na Bro,28
BR324,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5259701,Walter Macken Road,Gleann Dara,28
BR325,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5259501,Walter Macken Road,Westside Retail,28
BR326,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5233201,8460B5231901,Walter Macken Road,St Bridget's Place,28
BR327,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258501,8460B5259501,St James Road,Westside Retail,28
BR328,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258501,8460B5259901,St James Road,W Distributor Road,28
BR329,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258501,8460B5259301,St James Road,Snipe Lawn,28
BR330,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258501,8460B5256901,St James Road,Gort na Bro,28
BR331,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258501,8460B5243701,St James Road,Eyre Square,28
BR332,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258601,8460B5256901,Mervue Health Clinic,Gort na Bro,28
BR333,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258601,8460B5259801,Mervue Health Clinic,Deane Roundabout,28
BR334,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258601,8460B5230201,Mervue Health Clinic,Francis Street,28
BR335,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258701,8460B5259901,Walter Macken Rd,W Distributor Road,28
BR336,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258701,8460B5259701,Walter Macken Rd,Gleann Dara,28
BR337,Rahoon - Eyre Square - Ballybane,Rahoon,405,405,1,4023_65531,8460B5258701,8460B5256901,Walter Macken Rd,Gort na Bro,28
BR338,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B526031,Eyre Square,Maigh Riocaird,16
BR339,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5238501,Eyre Square,Cluain Riocard,16
BR340,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5238401,Eyre Square,Árd An Chóiste,16
BR341,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5237901,Eyre Square,St Francis NS,16
BR342,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5237601,Eyre Square,Crestwood,16
BR343,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5237801,Eyre Square,Tirellan Heights,16
BR344,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5237701,Eyre Square,Tirellan Heights,16
BR345,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5238101,Eyre Square,Ballinfoyle Mews,16
BR346,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5238001,Eyre Square,Headford Road Church,16
BR347,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5237201,Eyre Square,Galway Retail Park,16
BR348,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230101,8460B5238301,Eyre Square,Cairéal Mór,16
BR349,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5238501,Francis Street,Cluain Riocard,16
BR350,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5238401,Francis Street,Árd An Chóiste,16
BR351,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5238001,Francis Street,Headford Road Church,16
BR352,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5238301,Francis Street,Cairéal Mór,16
BR353,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B526031,Francis Street,Maigh Riocaird,16
BR354,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5230101,Francis Street,Eyre Square,16
BR355,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5237701,Francis Street,Tirellan Heights,16
BR356,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5230201,8460B5237101,Francis Street,Headford Road,16
BR357,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237101,8460B526031,Headford Road,Maigh Riocaird,16
BR358,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237101,8460B5238501,Headford Road,Cluain Riocard,16
BR359,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237101,8460B5238301,Headford Road,Cairéal Mór,16
BR360,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237101,8460B5238001,Headford Road,Headford Road Church,16
BR361,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237201,8460B526031,Galway Retail Park,Maigh Riocaird,16
BR362,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237301,8460B5237101,Terryland Retail Pk,Headford Road,16
BR363,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237301,8460B526031,Terryland Retail Pk,Maigh Riocaird,16
BR364,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237501,8460B5238301,Castlelawn Heights,Cairéal Mór,16
BR365,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237501,8460B5238501,Castlelawn Heights,Cluain Riocard,16
BR366,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5241201,Maigh Riocard,Eyre Square,16
BR367,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5225901,Maigh Riocard,Franciscan Friary,16
BR368,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5240901,Maigh Riocard,Terryland Retail Pk,16
BR369,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B526061,Maigh Riocard,St Francis NS,16
BR370,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B526081,Maigh Riocard,Tirellan Heights,16
BR371,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B526091,Maigh Riocard,Crestwood,16
BR372,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5241001,Maigh Riocard,Galway Centre,16
BR373,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5254101,Maigh Riocard,Woodquay Court,16
BR374,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B526101,Maigh Riocard,Castlelawn Heights,16
BR375,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5239201,Maigh Riocard,Headford Road,16
BR376,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B526071,Maigh Riocard,Tirellan Heights,16
BR377,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5239101,Maigh Riocard,Cairéal Mór,16
